jurisdiction,topic_key,topic_label,source_url,notes
Colorado,everify,E-Verify / Employment Verification,https://osc.colorado.gov/financial-operations/central-payroll/employment-verification-faq,Employment Verification FAQ | OSC - Colorado.gov – 
Colorado,workers_comp,Workers’ Compensation Requirements,https://cdle.colorado.gov/dwc/employers/insurance-coverage,Workers' Compensation Insurance Requirements – 
Colorado,prevailing_wage,Prevailing Wage Laws (public contracts),https://cdle.colorado.gov/wage-and-hour-law/prevailing-wages,Prevailing Wages – 
Colorado,day_of_rest,Day-of-Rest / Predetermined Break Laws,https://cdle.colorado.gov/wage-and-hour-law/breaks-rest-meal-periods,Breaks (Rest & Meal Periods) – 
Colorado,biometric_privacy,Biometric Privacy / AI Use Laws (emerging),https://leg.colorado.gov/bills/hb24-1130,Privacy of Biometric Identifiers & Data – 
Colorado,right_to_work,Right-to-Work Laws (where applicable),https://cdle.colorado.gov/dlss,Division of Labor Standards and Statistics – 
Colorado,domestic_violence_leave,Crime Victim / Domestic Violence Leave,https://famli.colorado.gov/individuals-and-families/safe-leave-domestic-violence,Safe Leave (Domestic Violence) | Family and Medical ... – 
Colorado,voting_leave,Voting / Civic Leave,https://leg.colorado.gov/bills/hb18-1033,Employee Leave To Participate In Elections – 
Colorado,workplace_safety,Workplace Safety Requirements (OSHA or state-level),https://cdphe.colorado.gov/workplace-safety/resources-and-links/workplace-safety-resources-for-employers,Workplace safety resources for employers – 
Colorado,benefits_mandates,Employee Benefits Mandates (like state retirement savings programs),https://treasury.colorado.gov/programs/retirement-savings,Retirement Savings | Treasury – 
Connecticut,minimum_wage,Minimum Wage,https://portal.ct.gov/dol/divisions/wage-and-workplace-standards/wage-and-hour,Wage and Hour - Minimum Wage/Overtime – 
Connecticut,overtime,Overtime & Hours,https://portal.ct.gov/dol/divisions/wage-and-workplace-standards/wage-and-hour,Wage and Hour - Minimum Wage/Overtime – 
Connecticut,paid_sick_leave,Paid Sick Leave,https://portal.ct.gov/dol/knowledge-base/articles/wage-and-workplace-standards/paid-sick-leave,Paid Sick Leave – 
Connecticut,family_medical_leave,Paid Family / Medical Leave (PFML),https://portal.ct.gov/DDS/SelfAdvocacySelfDetermination/Self-Determination/CT-Paid-Family-and-Medical-Leave-Act-PFMLA,CT Paid Family and Medical Leave Act PFMLA – 
Connecticut,final_pay,Final Pay / Vacation Payout,https://www.osc.ct.gov/rbsd/retpay/payschedule.html,State of Connecticut Office of the State Comptroller – 
Connecticut,pay_frequency,Pay Frequency & Payday Timing,https://osc.ct.gov/public/retirement/pay-schedule/,Retiree Pay Schedule » Office of the State Comptroller – 
Connecticut,harassment_training,Harassment Training,https://portal.ct.gov/chro/sexual-harassment-prevention-training/pages/sexual-harassment-prevention-resources,Sexual Harassment Prevention Resources – 
Connecticut,posting_requirements,Posting Requirements,https://business.ct.gov/knowledge-base/articles/required-posters-for-businesses-chro,Required Posters from the CHRO – 
Connecticut,pregnancy_accommodation,Pregnancy / Disability / ADA Accommodations,https://portal.ct.gov/-/media/chro/20190412revisedproposedpregnancyguidancepdf.pdf,"Pregnancy, Childbirth, or Related Cond – "
Connecticut,meal_rest_breaks,Meal & Rest Breaks,https://www.cga.ct.gov/PS98/rpt%5Colr%5Chtm/98-R-1197.htm,Part-Time Employment; Lunch Breaks – 
Connecticut,jury_duty_leave,Jury Duty Leave,https://law.justia.com/codes/connecticut/title-51/chapter-884/section-51-247a/,2024 Connecticut General Statutes :: Title 51 - Courts :: Chapter 884 - Jurors :: Section 51-247a. - Employer not to discharge employee or require additional hours work for jury service. Eight hours jury duty deemed a legal day's work. Penalty. Action for recovery of wages and reinstatement. Liability of employer for failure to compensate juror-employee. – 
Connecticut,bereavement_leave,Bereavement Leave,https://portal.ct.gov/das/managers/das-managers-guide,DAS Managers Guide – 
Connecticut,non_compete,Non-Compete Enforcement Rules,https://www.cga.ct.gov/2023/JFR/H/PDF/2023HB-06594-R00LAB-JFR.PDF,AN ACT CONCERNING NONCOMPETE AGREEMENTS. – 
Connecticut,background_checks,Background Check / Ban-the-Box,https://portal.ct.gov/despp/division-of-emergency-service-and-public-protection/forms/state-and-national-background-check-program,State and National Background Check Program – 
Connecticut,mini_warn,Mini-WARN & Separation Notices,https://portal.ct.gov/dol/knowledge-base/articles/employment-and-training/rapid-response/warn-act-and-other-downsizing-layoff-related-laws,WARN Act and Other Downsizing Layoff Related Laws – 
Connecticut,everify,E-Verify / Employment Verification,https://portal.ct.gov/dol/employers?language=en_US,Employers – 
Connecticut,workers_comp,Workers’ Compensation Requirements,https://portal.ct.gov/WCC/Statutes-and-Regulations/Workers-Compensation-Regulations,Workers' Compensation Regulations – 
Connecticut,prevailing_wage,Prevailing Wage Laws (public contracts),https://portal.ct.gov/dol/divisions/wage-and-workplace-standards/prevailing-wage,Prevailing Wage Information – 
Connecticut,day_of_rest,Day-of-Rest / Predetermined Break Laws,https://www.federalregister.gov/documents/2024/04/26/2024-08038/defining-and-delimiting-the-exemptions-for-executive-administrative-professional-outside-sales-and,"Defining and Delimiting the Exemptions for Executive, ... – "
Connecticut,biometric_privacy,Biometric Privacy / AI Use Laws (emerging),https://portal.ct.gov/ag/sections/privacy/the-connecticut-data-privacy-act,The Connecticut Data Privacy Act – 
Connecticut,right_to_work,Right-to-Work Laws (where applicable),https://www.cga.ct.gov/PS98/rpt%5Colr%5Chtm/98-R-0758.htm,Labor Laws Overview – 
Connecticut,domestic_violence_leave,Crime Victim / Domestic Violence Leave,https://portal.ct.gov/das/-/media/das/statewide-hr/a---z-listing-task-pdfs/das-general-letter-34.pdf,Family Violence and Sexual Assault Leave Policy – 
Connecticut,voting_leave,Voting / Civic Leave,https://portal.ct.gov/sots/common-elements/v5-template---redesign/elections--voting--home-page,Elections & Voting - Home Page – 
Connecticut,workplace_safety,Workplace Safety Requirements (OSHA or state-level),https://portal.ct.gov/dol/divisions/conn-osha,CONN-OSHA – 
Connecticut,benefits_mandates,Employee Benefits Mandates (like state retirement savings programs),https://business.ct.gov/knowledge-base/articles/maintain-your-business/assistance/myctsavings-requirement,Retirement Savings Program Requirement – 
Delaware,minimum_wage,Minimum Wage,https://labor.delaware.gov/divisions/industrial-affairs/wage-hour/minimum-wage/,Minimum Wage - Delaware Department of Labor – 
Delaware,overtime,Overtime & Hours,https://www.findlaw.com/state/delaware-law/delaware-overtime-laws.html,Delaware Overtime Laws - FindLaw – 
Delaware,paid_sick_leave,Paid Sick Leave,https://regulations.delaware.gov/AdminCode/title14/700/712.shtml,712 Employee Leave – 
Delaware,family_medical_leave,Paid Family / Medical Leave (PFML),https://www.unum.com/employers/resources/compliance-resources/paid-leave-laws/delaware-paid-leave-laws,Delaware Paid Leave Laws | Unum Paid Leave Solutions – 
Delaware,final_pay,Final Pay / Vacation Payout,https://www.lawinfo.com/resources/wages/delaware/what-are-the-rules-on-final-paychecks-in-dela.html,Wage and Hour Resources: What are the rules on final paychecks in Delaware? - LawInfo – 
Delaware,pay_frequency,Pay Frequency & Payday Timing,https://labor.delaware.gov/divisions/industrial-affairs/wage-hour/,Office of Wage & Hour - Delaware Department of Labor – 
Delaware,harassment_training,Harassment Training,https://stateofdelaware.csod.com/client/stateofdelaware/default.aspx?ReturnUrl=https%3A%2F%2Fstateofdelaware.csod.com%2FLMS%2Fcatalog%2FMain.aspx%3Ftab_page_id%3D-67%26tab_id%3D20000618,State of Delaware Learning - Connecting People with Knowledge – 
Delaware,posting_requirements,Posting Requirements,https://www.laborposters.org/delaware.htm,Free Delaware Labor Law Posters for 2025 – 
Delaware,pregnancy_accommodation,Pregnancy / Disability / ADA Accommodations,https://dhr.delaware.gov/policies/documents/ada-policy.pdf,Americans with Disabilities Act (ADA) Policy - Statewide Benefits – 
Delaware,meal_rest_breaks,Meal & Rest Breaks,https://labor.delaware.gov/divisions/industrial-affairs/wage-hour/meal-breaks/,Meal Breaks - Delaware Department of Labor – 
Delaware,jury_duty_leave,Jury Duty Leave,https://courts.delaware.gov/superior/jury/index.aspx,Jury Service - Superior Court - Delaware Courts – 
Delaware,bereavement_leave,Bereavement Leave,https://dhr.delaware.gov/policies/documents/leave-reference-guide.pdf,Leave Summary and Reference Guide – 
Delaware,non_compete,Non-Compete Enforcement Rules,https://delcode.delaware.gov/title29/c058/sc01/index.html,Title 29 > Chapter 58 – 
Delaware,background_checks,Background Check / Ban-the-Box,https://mgaleg.maryland.gov/cmte_testimony/2020/hgo/4096_03102020_112247-501.pdf,Getting Talent Back to Work Toolkit – 
Delaware,mini_warn,Mini-WARN & Separation Notices,https://regulations.delaware.gov/api/register/august2024/8bb73c3f-29aa-4dd2-ba2d-e792943788f9,DEPARTMENT OF LABOR - Delaware Regulations – 
Delaware,everify,E-Verify / Employment Verification,https://dhr.delaware.gov/policies/documents/e-verify-policy.pdf,Employment Eligibility Verification (I-9/E-Verify) Policy and ... – 
Delaware,workers_comp,Workers’ Compensation Requirements,https://labor.delaware.gov/divisions/industrial-affairs/workers-comp/,Workers' Compensation - Delaware Department of Labor – 
Delaware,prevailing_wage,Prevailing Wage Laws (public contracts),https://labor.delaware.gov/divisions/industrial-affairs/construction-industry/prevailing-wage/,Prevailing Wage - Delaware Department of Labor – 
Delaware,day_of_rest,Day-of-Rest / Predetermined Break Laws,https://regulations.delaware.gov/AdminCode/title14/700/712.shtml,712 Employee Leave – 
Delaware,biometric_privacy,Biometric Privacy / AI Use Laws (emerging),https://attorneygeneral.delaware.gov/fraud/personal-data-privacy-portal/frequently-asked-questions/,Frequently Asked Questions - Delaware Department of Justice - State of Delaware – 
Delaware,right_to_work,Right-to-Work Laws (where applicable),https://delcode.delaware.gov/title19/c013/index.html,Chapter 13. PUBLIC EMPLOYMENT RELATIONS ACT – 
Delaware,domestic_violence_leave,Crime Victim / Domestic Violence Leave,https://dhr.delaware.gov/policies/documents/domestic-violence.pdf,"""Domestic Violence Policy"" - Statewide Benefits - Delaware.gov – "
Delaware,voting_leave,Voting / Civic Leave,https://elections.delaware.gov/voter/waystovote.shtml,Voting - Department of Elections – 
Delaware,workplace_safety,Workplace Safety Requirements (OSHA or state-level),http://www.osha.gov/stateplans,State Plans | Occupational Safety and Health Administration – 
Delaware,benefits_mandates,Employee Benefits Mandates (like state retirement savings programs),https://www.paylocity.com/resources/tax-compliance/alerts/delaware-earns-a-state-retirement-plan/,Delaware EARNS: A State Retirement Plan – 
Florida,minimum_wage,Minimum Wage,https://floridajobs.org/docs/default-source/business-growth-and-partnerships/for-employers/posters-and-required-notices/2022-minimum-wage/2022-florida-minimum-wage-announcement.pdf?sfvrsn=961754b0_2, – 
Florida,overtime,Overtime & Hours,https://www.chcoc.gov/content/guidance-administratively-uncontrollable-overtime-auo-pay,Guidance on Administratively Uncontrollable Overtime (AUO) Pay – 
Florida,paid_sick_leave,Paid Sick Leave,https://www.workforcehub.com/hr-laws-and-regulations/florida/florida-paid-sick-leave-laws/,Paid Sick Leave Requirements in Florida | WorkforceHub – 
Florida,family_medical_leave,Paid Family / Medical Leave (PFML),https://www.mybenefits.myflorida.com/work_and_life/additional_benefits/leaves_of_absence/family_and_medical_leave_act_fmla,MyBenefits / Department of Management Services – 
Florida,final_pay,Final Pay / Vacation Payout,https://www.flsenate.gov/laws/statutes/2011/121.021,Chapter 121 Section 021 - 2011 Florida Statutes – 
Florida,pay_frequency,Pay Frequency & Payday Timing,https://apps.fldfs.com/eic/employeeinfocenter/,"Employee Login, State of Florida Employee Information Center – "
Florida,harassment_training,Harassment Training,https://www.floridahealth.gov/AlternateSites/DOH_LMS_Resources/Sexual_Harassment_Awareness/FDOH_SH_LearnerGuideFY13-14.pdf,Sexual Harassment Learner Course Guide – 
Florida,posting_requirements,Posting Requirements,https://files.floridados.gov/media/704747/managing-floridas-public-records-2021.pdf,Managing Florida's Public Records – 
Florida,pregnancy_accommodation,Pregnancy / Disability / ADA Accommodations,https://www.federalregister.gov/documents/2023/08/11/2023-17041/regulations-to-implement-the-pregnant-workers-fairness-act,Regulations To Implement the Pregnant Workers Fairness ... – 
Florida,meal_rest_breaks,Meal & Rest Breaks,https://www.dol.gov/general/topic/workhours/breaks,Breaks and Meal Periods – 
Florida,jury_duty_leave,Jury Duty Leave,https://www.flmd.uscourts.gov/faqs/jury,Frequently Asked Questions: Jury – 
Florida,bereavement_leave,Bereavement Leave,https://www.mybenefits.myflorida.com/work_and_life/life_events/death_in_the_family,MyBenefits / Department of Management Services – 
Florida,non_compete,Non-Compete Enforcement Rules,https://www.flsenate.gov/Session/Bill/2025/1219/Analyses/h1219b.JDC.PDF,Bill Analysis – 
Florida,background_checks,Background Check / Ban-the-Box,https://www.miamidade.gov/govaction/legistarfiles/Matters/Y2025/251158.pdf,MEMORANDUM – 
Florida,mini_warn,Mini-WARN & Separation Notices,https://floridajobs.org/office-directory/division-of-workforce-services/workforce-programs/reemployment-and-emergency-assistance-coordination-team-react/warn-notices/warn-notices-procedure-and-instructions,WARN Notices Procedure and Instructions – 
Florida,everify,E-Verify / Employment Verification,https://www.fdle.state.fl.us/EVERIFY,E-VERIFY – 
Florida,workers_comp,Workers’ Compensation Requirements,https://myfloridacfo.com/division/WC,Workers' Compensation Home – 
Florida,prevailing_wage,Prevailing Wage Laws (public contracts),https://www.myfloridalegal.com/ag-opinions/public-works-contracts-and-wages,Public works contracts and wages – 
Florida,day_of_rest,Day-of-Rest / Predetermined Break Laws,https://www.flsenate.gov/Laws/Statutes/2021/Chapter316/All,Chapter 316 - 2021 Florida Statutes – 
Florida,biometric_privacy,Biometric Privacy / AI Use Laws (emerging),https://www.govinfo.gov/content/pkg/CHRG-117hhrg47841/html/CHRG-117hhrg47841.htm,- PRIVACY IN THE AGE OF BIOMETRICS – 
Florida,right_to_work,Right-to-Work Laws (where applicable),https://www.nrtw.org/right-to-work-states-florida/,Right to Work States: Florida - National Right to Work Legal Defense Foundation – 
Florida,domestic_violence_leave,Crime Victim / Domestic Violence Leave,https://hr.ufl.edu/leave/administrative-leave/domestic-violence/,Domestic Violence Absence | Current Employees – 
